date_from,date_to,name,venue,country,category,discipline,calendar,class,email,website,logo
2023-07-23,2023-07-23,Cupa Max Ausnit,,ROU,ME,Road,EUR,1.2,hello@velocitas.ro,www.cupamaxausnit.ro,
2023-07-23,2023-07-23,Grand Prix de la ville de Pérenchies,,FRA,ME,Road,EUR,1.2,roselyne.pysson@numericable.fr; rogervandevelde@hotmail.fr; bernard.portenart@neuf.fr,www.ville-perenchies.fr,
2023-07-23,2023-07-23,GP Kranj,,SLO,ME,Road,EUR,1.2,kksava@siol.net,www.kklub-sava.si,
2023-07-23,2023-07-30,Tour de France Femmes avec Zwift,,FRA,WE,Road,MON,2.WWT,tgouvenou@aso.fr,letourfemmes.fr,
2023-07-24,2023-07-24,Daags na de Tour,,NED,ME,Road,EUR,CRTP,info@daagsnadetour.nl,www.daagsnadetour.nl,
2023-07-24,2023-07-24,Daags na de Tour,,NED,WE,Road,EUR,CRTP,info@daagsnadetour.nl,www.daagsnadetour.nl,
2023-07-25,2023-07-25,Profronde van Surhuisterveen om de Gouden Fiets,,NED,ME,Road,EUR,CRTP,info@wielrennensurhuisterveen.nl,www.wielrennensurhuisterveen.nl,
2023-07-25,2023-07-25,Prueba Villafranca - Ordiziako Klasika,Prueba Villafranca - Ordiziako Klasika,ESP,ME,Road,EUR,1.1,jlsanzroa@hotmail.es,www.ordizia-pruebavillafranca.com,
2023-07-25,2023-07-25,Memoriał Andrzeja Trochanowskiego,,POL,ME,Road,EUR,1.2,mazoviateam@interia.pl,,
2023-07-25,2023-07-25,Critérium d’Après Tour de France de Lisieux,Lisieux,FRA,ME,Road,EUR,CRTP,helenecb.vclisieux@gmail.com,,
2023-07-26,2023-07-26,Acht van Chaam,,NED,ME,Road,EUR,CRTP,@8vanchaam.nl,www.8vanchaam.nl,
2023-07-26,2023-07-26,Acht van Chaam,,NED,WE,Road,EUR,CRTP,info@8vanchaam.nl,www.8vanchaam.nl,
2023-07-26,2023-07-26,"Crito'Star ""Souvenir Davide Rebellin""",CHOISY LE ROI,FRA,ME,Road,EUR,CRT,velostar9@gmail.com,Velostarorganisation.com,
2023-07-26,2023-07-26,Tour de Neuss,Neuss Germany,GER,ME,Road,EUR,CRT,info_nrv1888@t-online.de,www.nrv1888.de,
2023-07-26,2023-07-27,Vuelta a Castilla y Leon,,ESP,ME,Road,EUR,2.1,clubciclistacadalsa@outlook.com,www.vueltacastillayleon.es,
2023-07-26,2023-07-29,Dookoła Mazowsza,,POL,ME,Road,EUR,2.2,mazoviateam@interia.pl,,
2023-07-26,2023-07-30,Tour ALSACE,,FRA,ME,Road,EUR,2.2,claude.deschaseaux9@orange.fr,www.touralsace.fr,
2023-07-26,2023-07-30,Vuelta a Colombia Femenina,,COL,WE,Road,AME,2.2,PRESIDENCIA@federacioncolombianadeciclismo.com,FEDERACIONCOLOMBIANADECICLISMO.COM,
2023-07-27,2023-07-27,Critérium international d’après Tour de France de Dijon,Dijon,FRA,ME,Road,EUR,CRTP,contact@scodijon.fr,http://scodijon.fr,
2023-07-27,2023-07-27,49e Profronde Westland,Wateringen,NED,ME,Road,EUR,CRTP,info@profrondewestland.nl,www.profrondewestland.nl,
2023-07-27,2023-07-30,Czech Tour,,CZE,ME,Road,EUR,2.1,racemanager@czechtour.com; president@czechtour.com,www.sazkatour.cz,
2023-07-28,2023-07-28,Franssen Franken Ronde Heerlen,Heerlen,NED,ME,Road,EUR,CRTP,christiekstra@ccheerlen.nl,https://franssenfrankenrondeheerlen.nl,
2023-07-28,2023-07-28,Schmitter Nacht von Hürth,,GER,ME,Road,EUR,CRTP,rlippok@komet-delia.de,www.komet-delia.de,
2023-07-28,2023-07-28,Salus Radsportnacht in Bruckmühl,,GER,ME,Road,EUR,CRTP,kontakt@rsv-goetting-bruckmuehl.de,http://www.radsportnacht.de/,
2023-07-28,2023-07-28,FAST & FOREST Innenstadtkriterium,70736 Fellbach,GER,ME,Road,EUR,CRTP,info@fast-and-forest.com,www.fast-and-forest.com,
2023-07-28,2023-07-30,Watersley Junior Challenge,,NED,MJ,Road,EUR,2.Ncup,info@watersley-topsports.com,www.watersley.com,
2023-07-28,2023-07-30,Princess Anna Vasa Tour,,POL,WE,Road,EUR,2.2,info@pavtour.eu,https://pavtour.eu,
2023-07-28,2023-07-31,Kreiz Breizh Elites,,FRA,ME,Road,EUR,2.2,alainbaniel@sitekbe.com,www.sitekbe.com,
2023-07-29,2023-07-29,Criterium Cycliste International du Grand Dole Colruyt,,FRA,ME,Road,EUR,CRTP,pascal.mergey@orange.fr,https://www.criteriumcyclisteinternationaldugranddole.com/,
2023-07-29,2023-07-29,Kirchheimer Radsportnacht,Kirchheim unter Teck,GER,ME,Road,EUR,CRTP,benkert.marc@gmail.com,www.cyclingfriendspassione.de,
2023-07-29,2023-07-29,Mijl van Mares,Maarheeze,NED,ME,Road,EUR,CRTP,info@mijlvanmares.nl,mijlvanmares.nl,
2023-07-29,2023-07-29,Donostia San Sebastian Klasikoa,,ESP,ME,Road,UWT,1.UWT,admon@oceta.eus,www.klasikoa.eus,
2023-07-29,2023-07-30,Jeux de la Francophonie,,COD,,Road,AFR,JR,cijf@francophonie.org,,
2023-07-29,2023-08-04,Tour de Pologne,,POL,ME,Road,UWT,2.UWT,sekretariat@langteam.com.pl,www.tourdepologne.pl,
2023-07-30,2023-07-30,Grand Prix Kültepe,,TUR,ME,Road,EUR,1.2,info@bisiklet.gov.tr; info@cyclingracesinturkiye.com,www.bisiklet.gov.tr,
2023-07-30,2023-07-30,Circuito de Getxo - Memorial Hermanos Otxoa,,ESP,ME,Road,EUR,1.1,puntagalea@puntagalea.com,www.puntagalea.com,
2023-07-30,2023-07-30,Puchar MON,,POL,ME,Road,EUR,1.2,mazoviateam@interia.pl,,
2023-07-30,2023-07-30,De Gouden Pijl Emmen,Emmen,NED,ME,Road,EUR,CRTP,thijs.rondhuis@courage-events.nl,www.goudenpijl.nl,
2023-07-30,2023-07-30,De Gouden Pijl Emmen,Emmen,NED,WE,Road,EUR,CRTP,thijs.rondhuis@courage-events.nl,www.goudenpijl.nl,
2023-07-30,2023-07-30,Ronde d'Aix,Aix en Provence centre ville,FRA,ME,Road,EUR,CRTP,avcaix@gmail.com,avcaix.com,
2023-07-30,2023-07-30,GrandPrixBadMonburg,,GER,ME,Road,EUR,CRT,fj@grandprixbadhomburg.de,,
2023-07-30,2023-07-30,Championnats d'Europe des Grimpeurs 2023,Tremola - San Gottardo,SUI,,Road,EUR,N/A,t.lardieri@uec.ch,www.uec.ch,
2023-07-31,2023-07-31,Critérium De Colmar,Colmar - France,FRA,ME,Road,EUR,CRTP,francois.langlo@novartis.com,,
2023-07-31,2023-07-31,Draai van de Kaai,Roosendaal,NED,WE,Road,EUR,CRTP,info@dedraai.nl,www.dedraai.nl,
2023-07-31,2023-07-31,Draai van de Kaai,Roosendaal,NED,ME,Road,EUR,CRTP,info@dedraai.nl,www.dedraai.nl,
2023-07-31,2023-08-02,Tour de l'Ain,,FRA,ME,Road,EUR,2.1,pcolliou@tourdelain.com,www.tourdelain.com,
2023-08-01,2023-08-01,Kreiz Breizh Elites Féminin,,FRA,WE,Road,EUR,1.1,alainbaniel@sitekbe.com,www.sitekbe.com,
2023-08-01,2023-08-01,Het Spektakel van Steenwijk,Steenwijk,NED,ME,Road,EUR,CRTP,info@hetspektakelvansteenwijk.nl,www.hetspektakelvansteenwijk.nl,
2023-08-01,2023-08-05,100th Anniversary Tour of The Republic,,TUR,ME,Road,EUR,2.2,info@bisiklet.gov.tr,www.bisiklet.gov.tr,
2023-08-02,2023-08-06,"National Road Championships - France (U23, Juniors)",,FRA,,Road,EUR,CN,a.fourez@ffc.fr,,
2023-08-03,2023-08-03,Profwielerronde Oostvoorne,,NED,ME,Road,EUR,CRTP,info@profrondeoostvoorne.com,www.profrondeoostvoorne.com,
2023-08-03,2023-08-03,Profwielerronde Oostvoorne,,NED,WE,Road,EUR,CRTP,info@profrondeoostvoorne.com,www.profrondeoostvoorne.com,
2023-08-04,2023-08-04,Critérium Arc-en-Ciel Saint-Amand Montrond,Saint-Amand-Montrond,FRA,ME,Road,EUR,CRTP,benoit.maugrion@agence-panenka.com,,
2023-08-04,2023-08-06,Aubel-Thimister-Stavelot,,BEL,MJ,Road,EUR,2.1,r_col@hotmail.com,www.fleche-ardennaise.be,
2023-08-04,2023-08-13,Tour Cycliste International de la Guadeloupe,,FRA,ME,Road,EUR,2.2,comptabilite@crcg.fr,www.guadeloupecyclisme.com,
2023-08-05,2023-08-05,Critérium Cycliste Professionnel Dun Le Palestel,DUN LE PALESTEL,FRA,ME,Road,EUR,CRTP,marie-france.delouis@wanadoo.fr,criteriumdunpro.wifeo.com,
2023-08-05,2023-08-07,Youth Commonwealth Games,,TTO,ME,Road,MON,JR,cgaservices@cygtt.com,www.trinbago2023.com,
2023-08-05,2023-08-13,2023 UCI Cycling World Championships - Road,"Glasgow and across Scotland, United Kingdom",GBR,,Road,MON,CM,hello2023@cyclingworldchamps.com,cyclingworldchamps.com,
2023-08-06,2023-08-06,Wielerweekend Moerdijk,,NED,WE,Road,EUR,CRTP,secretariaat@wielerweekendmoerdijk.nl,www.profrondeZevenbergen.nl,
2023-08-06,2023-08-06,Wielerweekend Moerdijk,,NED,WE,Road,EUR,CRTP,secretariaat@wielerweekendmoerdijk.nl,www.profrondeZevenbergen.nl,
2023-08-06,2023-08-06,Criterium Cycliste International Vayrac,VAYRAC,FRA,ME,Road,EUR,CRTP,gerard.gouygou@gmail.com,www.criteriumdevayrac.fr,
2023-08-09,2023-08-09,Criterium International Marcoles en Chataigneraie Souvenir Lucien Cantournet,Marcoles,FRA,ME,Road,EUR,CRTP,yannick.cantournet1@wanadoo.fr,www.criterium-marcoles.com,
2023-08-09,2023-08-12,Tour of Szeklerland,,ROU,ME,Road,EUR,2.2,cycling@novakgroup.ro,https://tourofszeklerland.ro/,
2023-08-09,2023-08-20,Volta a Portugal em Bicicleta,,POR,ME,Road,EUR,2.1,geral@podi1.com,www.volta-portugal.pt,
2023-08-10,2023-08-10,Grand Prix de Yaoundé,Yaoundé - Cameroun,CMR,ME,Road,AFR,CRT,fecacyclisme2013@yahoo.fr,,
2023-08-10,2023-08-10,Critérium Cycliste de Castillon-la-Bataille,CASTILLON-LA-BATAILLE (33350),FRA,ME,Road,EUR,CRTP,barriere@hotmail.fr,https://criteriumcastillonlabataille.wordpress.com,
2023-08-12,2023-08-12,Memorial Henryka Łasaka,,POL,ME,Road,EUR,1.2,wyscig.lasaka@gmail.com,memoriallasaka.pl,
2023-08-12,2023-08-12,La Périgord Ladies,,FRA,WE,Road,EUR,1.2,tourdulimousin@wanadoo.fr,www.tourdulimousin.com,
2023-08-12,2023-08-12,Gran Premio Guatemala,,GUA,ME,Road,AME,1.2,fciclismo.guatemala@gmail.com,www.fedeciclismogua.org,
2023-08-12,2023-08-13,La Ronde Des Vallées,,FRA,MJ,Road,EUR,2.1,jy.mahoudo@orange.fr,,
2023-08-13,2023-08-13,Memoriał Jana Magiery,,POL,ME,Road,EUR,1.2,wyscig.magiery@gmail.com,memorialmagiery.pl,
2023-08-13,2023-08-13,La Polynormande,,FRA,ME,Road,EUR,1.1,polynormande@gmail.com; gmorel35@outlook.fr,www.polynormande.com,
2023-08-13,2023-08-13,La Picto - Charentaise,,FRA,WE,Road,EUR,1.2,poitoucharentesanimation@orange.fr,www.tour-poitou-charentes.com,
2023-08-13,2023-08-13,Gran Premio Sportivi di Poggiana-Trofeo Bonin Costruzioni,,ITA,MU,Road,EUR,1.2U,asolobikepoggiana@gmail.com,www.gppoggiana.net,
2023-08-13,2023-08-13,National Road Championships - Belgium (MU23 - IRR),,BEL,,Road,EUR,CN,info@belgiancycling.be,,
2023-08-13,2023-08-13,Gran Premio Chapin,,GUA,ME,Road,AME,1.2,fciclismo.guatemala@gmail.com,www.fedeciclismogua.org,
2023-08-15,2023-08-15,Criterium Cycliste International de Quillan,QUILLAN,FRA,ME,Road,EUR,CRTP,patrick.quinta@sfr. fr; julien.baudru@sfr.fr,,
2023-08-15,2023-08-15,Tour of Leuven - Memorial Jef Scherens,,BEL,ME,Road,EUR,1.1,alain.sterckx@ks-leuven.be,www.ks-leuven.be,
2023-08-15,2023-08-15,Grote Prijs Yvonne Reynders,,BEL,WE,Road,EUR,1.2,info@gpyvonnereynders.be,www.gpyvonnereynders.be,
2023-08-15,2023-08-15,72e Valstar Wielerspektakel van Naaldwijk,,NED,WE,Road,EUR,CRTP,info@valstarwielerspektakel.nl,www.valstarwielerspektakel.nl,
2023-08-15,2023-08-18,Tour du Limousin-Périgord - Nouvelle Aquitaine,,FRA,ME,Road,EUR,2.1,tourdulimousin@wanadoo.fr,www.tourdulimousin.com,
2023-08-15,2023-08-19,Vuelta a Burgos,,ESP,ME,Road,EUR,2.Pro,vueltaburgos@diputaciondeburgos.es,www.vueltaburgos.es,
2023-08-15,2023-08-19,PostNord Danmark Rundt - Tour of Denmark,,DEN,ME,Road,EUR,2.Pro,frank.hyldgaard@cyklingdanmark.dk,www.postnorddanmarkrundt.dk,
2023-08-16,2023-08-16,Gp Capodarco Comunita Di Capodarco,,ITA,MU,Road,EUR,1.2U,adriano@gpcapodarco.net,www.gpcapodarco.net,
2023-08-16,2023-08-17,Nation's Cup Hungary,,HUN,MJ,Road,EUR,2.Ncup,mozgasegeszsegrekreacio@gmail.com,https://ncuphungary.com/,
2023-08-17,2023-08-20,Arctic Race of Norway,,NOR,ME,Road,EUR,2.Pro,ked@arctic-race.no,www.arctic-race.com,
2023-08-18,2023-08-18,Konvert Koerse,,BEL,WE,Road,EUR,1.1,alexander@beyaertprinting.be,www.kortrijkkoerse.be,
2023-08-18,2023-08-20,Baltic Chain Tour,,EST,ME,Road,EUR,2.2,info@proklubi.ee,www.balticchaintour.com,
2023-08-19,2023-08-19,Druivenkoers - Overijse,,BEL,ME,Road,EUR,1.1,de.sportvrienden@proximus.be,www.desportvriendenoverijse.be,
2023-08-19,2023-08-19,Wielerronde van Dirksland,,NED,WE,Road,EUR,CRTP,arievantgeloof@gmail.com,https://www.facebook.com/Wielerronde-van-Dirksland-102889368703857/,
2023-08-19,2023-08-19,GP Oetingen by St Feuillien,,BEL,WE,Road,EUR,1.1,Steven@gooiksportief.be,www.gooiksportief.be,
2023-08-19,2023-08-19,Grand Prix Kaisareia,,TUR,ME,Road,EUR,1.2,info@bisiklet.gov.tr; info@cyclingracesinturkiye.com,www.bisiklet.gov.tr,
2023-08-19,2023-08-19,Grand Prix Kaisareia,,TUR,WE,Road,EUR,1.2,info@bisiklet.gov.tr; info@cyclingracesinturkiye.com,www.bisiklet.gov.tr,
2023-08-19,2023-08-20,National Championships - Slovakia (WU),,SVK,,Road,EUR,CN,belak@viena.sk,https://www.cyklistikaszc.sk/,
2023-08-20,2023-08-20,Criterium d'Avermes Portes de l'Allier,Avermes,FRA,ME,Road,EUR,CRTP,yanick.gondoux@orange.fr,bourbonnais-cyclisme-sport-organisation.com,
2023-08-20,2023-08-20,Egmont Cycling Race,,BEL,ME,Road,EUR,1.1,jogosseye@belgacom.net,www.egmontcyclingrace.be,
2023-08-20,2023-08-20,BEMER Cyclassics,,GER,ME,Road,UWT,1.UWT,oliver.schiek@ironman.com,www.cyclassics-hamburg.de,
2023-08-20,2023-08-20,15de Las Montage Holland Profwielerronde Etten-Leur,,NED,ME,Road,EUR,CRTP,info@wielertopsportetten-leur.nl,www.profwielerrondeetten-leur.nl,
2023-08-20,2023-08-20,15de Las Montage Holland Profwielerronde Etten-Leur,,NED,WE,Road,EUR,CRTP,info@wielertopsportetten-leur.nl,www.profwielerrondeetten-leur.nl,
2023-08-20,2023-08-27,Tour de l'Avenir,,FRA,MU,Road,EUR,2.Ncup,philippe.colliou@tourdelavenir.com,www.tourdelavenir.com,
2023-08-22,2023-08-22,Egmont Cycling Race Women,,BEL,WE,Road,EUR,1.2,jogosseye@belgacom.net,www.egmontcyclingrace.be,
2023-08-22,2023-08-24,National Road Championships - Indonesia,,INA,,Road,ASI,CN,contact@icf.id,www.icf.id,
2023-08-22,2023-08-25,Tour Poitou - Charentes en Nouvelle Aquitaine,,FRA,ME,Road,EUR,2.1,poitoucharentesanimation@orange.fr,www.tour-poitou-charentes.com,
2023-08-22,2023-08-29,National Road Championships - Uzbekistan,,UZB,,Road,ASI,CN,uzbcycling@mail.ru,www.velosport.uz,
2023-08-23,2023-08-27,Deutschland Tour,,GER,ME,Road,EUR,2.Pro,office@gfr-cycling.de,www.deutschland-tour.com,
2023-08-23,2023-08-27,Renewi Tour,,---,ME,Road,UWT,2.UWT,jan.nys@golazo.com; Christophe.impens@golazo.com,www.renewitour.com,
2023-08-23,2023-08-27,Tour of Scandinavia,,NOR,WE,Road,MON,2.WWT,ael@eventrix.no,www.ladiestour.no,
2023-08-24,2023-08-27,Giro Toscana Int. Femminile - Memorial Michela Fanini,,ITA,WE,Road,EUR,2.2,info@michelafanini.com,www.michelafanini.com,
2023-08-25,2023-08-25,Profronde Almelo,,NED,ME,Road,EUR,CRTP,secretariaat@profrondealmelo.nl,https://profrondealmelo.nl,
2023-08-25,2023-08-27,Vuelta Junior a la Ribera del Duero,,ESP,MJ,Road,EUR,2.1,deportes@arandadeduero.es,,
2023-08-25,2023-08-27,Tour of Yigido,,TUR,ME,Road,EUR,2.2,info@bisiklet.gov.tr,www.bisiklet.gov.tr,
2023-08-26,2023-08-26,Trofeo Comune di Vertova - Memorial Pietro Merelli,,ITA,MJ,Road,EUR,1.1,un.ci.sanmarco@gmail.com,www.sanmarcovertova.it,
2023-08-26,2023-08-26,Tour of Kandovan,,IRI,ME,Road,ASI,1.2,ircyclingfed@gmail.com,http://www.cfi.ir,
2023-08-26,2023-08-31,Tour of Bulgaria,,BUL,ME,Road,EUR,2.2,contact@bgcf.bg,www.bgcf.bg,
2023-08-26,2023-09-17,La Vuelta Ciclista a España,,ESP,ME,Road,UWT,2.UWT,info@unipublic.es,lavuelta.com,
2023-08-27,2023-08-27,Trofeo Emilio Paganessi,,ITA,MJ,Road,EUR,1.1,un.ci.sanmarco@gmail.com,www.sanmarcovertova.it,
2023-08-27,2023-08-27,Ronde van de Achterhoek,,NED,ME,Road,EUR,1.2,eddy.geurkink2@outlook.com,www.rondevandeachterhoek.nl,
2023-08-27,2023-08-27,La Route des Géants,,BEL,MJ,Road,EUR,1.1,bart.vannieuwenhuyze@telenet.be,www.kattekoers.be,
2023-08-27,2023-08-31,Tour of IRAN (Azarbaijan),,IRI,ME,Road,ASI,2.1,azartourcycling@gmail.com,www.tourofiran.ir,
2023-08-28,2023-09-01,Tour de l'Avenir Femmes,,FRA,WU,Road,EUR,2.2,philippe.colliou@tourdelavenir.com,www.tourdelavenir.com,
2023-08-30,2023-08-30,Muur Classic Geraardsbergen,,BEL,ME,Road,EUR,1.2,muurclassic@geraardsbergen.be,www.muurclassic.be,
2023-08-31,2023-09-02,Flanders Tomorrow Tour,,BEL,MU,Road,EUR,2.2U,info@bredenekoksijdeclassic.be,http://www.bredenekoksijdeclassic.be,
2023-08-31,2023-09-03,Giro Della Lunigiana,,ITA,MJ,Road,EUR,2.1,marcodanese48@gmail.com,www.girodelalunigiana.org,
2023-08-31,2023-09-03,Giro della Regione Friuli Venezia Giulia,,ITA,ME,Road,EUR,2.2,libertasceresetto@gmail.com,www.libertasceresetto.com,
2023-09-01,2023-09-01,La Ronde des Sources,St Amand Les Eaux,FRA,ME,Road,EUR,CRTP,contact@larondedessources.fr,larondedessources.fr,
2023-09-01,2023-09-05,Tour de DMZ,,KOR,MJ,Road,ASI,2.Ncup,tourdedmz@sports.or.kr,http://www.tourdedmz.or.kr/,
2023-09-02,2023-09-02,GP Plouay Junior Men,,FRA,MJ,Road,EUR,1.1,damienchemille@hotmail.com,www.pco.bzh,
2023-09-02,2023-09-02,Grand Prix CERATIZIT Women Junior,,FRA,WJ,Road,EUR,1.1,damienchemille@hotmail.com,www.pco.bzh,
2023-09-02,2023-09-02,Lillehammer GP,,NOR,ME,Road,EUR,1.2,ael@basm.no,www.udw.no,
2023-09-02,2023-09-02,Classic Lorient Agglomération - Trophée CERATIZIT,,FRA,WE,Road,MON,1.WWT,damienchemille@hotmail.com,www.pco.bzh,
2023-09-02,2023-09-02,Bocholter Nacht,,GER,ME,Road,EUR,CRTP,boris.fastring@gmail.com,www.rc77.de,
2023-09-02,2023-09-03,National Road Championships - Denmark (MU),,DEN,,Road,EUR,CN,jk@cyklingdanmark.dk,,
2023-09-02,2023-09-03,In the footsteps of the Romans,,BUL,ME,Road,EUR,2.2,cup@doltcini.com,https://cup.doltcini.com/,
2023-09-03,2023-09-03,Grand Prix de Plouay,,FRA,ME,Road,EUR,1.2,damienchemille@hotmail.com,www.pco.bzh,
2023-09-03,2023-09-03,Grote prijs Beerens,,BEL,WE,Road,EUR,1.1,info@destervanaartselaar.be,www.destervanaartselaar.be,
2023-09-03,2023-09-03,Gylne Gutuer,,NOR,ME,Road,EUR,1.2,ael@basm.no,www.udw.no,
2023-09-03,2023-09-03,"Maryland Cycling Classic, presented by UnitedHealthcare",,USA,ME,Road,AME,1.Pro,info@marylandcyclingclassic.us,marylandcyclingclassic.com,
2023-09-03,2023-09-03,Bretagne Classic - Ouest-France,,FRA,ME,Road,UWT,1.UWT,damienchemille@hotmail.com; tranvaux.jean-yves@wanadoo.fr,www.pco.bzh,
2023-09-03,2023-09-03,National Road Championships - Singapore (ITT),,SIN,,Road,ASI,CN,max.mager@singaporecycling.org.sg,,
2023-09-03,2023-09-10,Tour of Britain,,GBR,ME,Road,EUR,2.Pro,info@thetour.co.uk,www.tourofbritain.co.uk,
2023-09-05,2023-09-05,SportOase N8 Van Brasschaat,Brasschaat,BEL,ME,Road,EUR,CRTP,stijn.caremans@n8cycling.be,www.N8cycling.be,
2023-09-05,2023-09-05,Sportoase N8 van Brasschaat,Brasschaat,BEL,WE,Road,EUR,CRTP,luc.stremersch@N8cycling.be,www.n8cycling.be,
2023-09-05,2023-09-10,Simac Ladies Tour,,NED,WE,Road,MON,2.WWT,thijs.rondhuis@gmail.com,simacladiestour.nl,
2023-09-05,2023-09-11,Tour Cycliste Féminin International de l'Ardèche,,FRA,WE,Road,EUR,2.1,contact-tcfia@tcfia.com,www.tcfia.com,
2023-09-07,2023-09-09,Tour of Kosovo,,KOS,ME,Road,EUR,2.2,kosovacf@yahoo.com,www.kosovacycling.org,
2023-09-07,2023-09-10,Okolo jižních Čech/Tour of South Bohemia,,CZE,ME,Road,EUR,2.2,info@okolojiznichcech.cz,https://www.okolojiznichcech.cz/,
2023-09-07,2023-09-10,Tour of Van,,TUR,ME,Road,EUR,2.2,info@bisiklet.gov.tr,www.bisiklet.gov.tr,
2023-09-08,2023-09-08,Grand Prix Cycliste de Québec,,CAN,ME,Road,UWT,1.UWT,info@gpcqm.ca; jlimare@gpcqm.ca,www.gpcqm.ca,
2023-09-08,2023-09-08,Grand Prix Boukraa,,MAR,ME,Road,AFR,1.2,frmc56@gmail.com,www.frmcyclisme.ma,
2023-09-08,2023-09-10,Grand Prix Rüebliland,,SUI,MJ,Road,EUR,2.1,info@gp-ruebliland.ch,www.gp-ruebliland.ch,
2023-09-08,2023-09-10,Tour de Hokkaido,,JPN,ME,Road,ASI,2.2,tourdech@jasmine.ocn.ne.jp,www.tour-de-hokkaido.or.jp,
2023-09-08,2023-09-12,Tour of Poyang Lake,,CHN,ME,Road,ASI,2.2,jessie.zeng0321@qq.com;admin@chncycling.com,http://tyj.jiangxi.gov.cn/,
2023-09-09,2023-09-09,Grand Prix Es-Semara,,MAR,ME,Road,AFR,1.2,frmc56@gmail.com,www.frmcyclisme.ma,
2023-09-09,2023-09-09,A Travers les Hauts de France,,FRA,WE,Road,EUR,1.2,sebastien.barre85@gmail.com,www.clovissportorganisation.fr,
2023-09-09,2023-09-10,National Road Championships - Georgia,,GEO,,Road,EUR,CN,georgiancycling@gmail.com,,
2023-09-10,2023-09-10,Grand Prix El Marsa,,MAR,ME,Road,AFR,1.2,frmc56@gmail.com,www.frmcyclisme.ma,
2023-09-10,2023-09-10,Grand Prix de la Somme Conseil Départemental 80,,FRA,ME,Road,EUR,1.2,hubertlouvet@wanadoo.fr; contact@promotion-sport-picardie.com,www.promotion-sport-picardie.com,
2023-09-10,2023-09-10,La Choralis Fourmies Féminine,,FRA,WE,Road,EUR,1.2,gpf@mairie-fourmies.fr,www.grandprixdefourmies.com,
2023-09-10,2023-09-10,Trofeo Buffoni,,ITA,MJ,Road,EUR,1.1,trofeobuffoni@yahoo.it,www.trofeobuffoni.com,
2023-09-10,2023-09-10,GP de Fourmies / La Voix du Nord,,FRA,ME,Road,EUR,1.Pro,gpf@mairie-fourmies.fr,www.grandprixdefourmies.com,
2023-09-10,2023-09-10,Grand Prix Cycliste de Montréal,,CAN,ME,Road,UWT,1.UWT,info@gpcqm.ca; jlimare@gpcqm.ca,www.gpcqm.ca,
2023-09-10,2023-09-13,Tour of Salalah,,OMA,ME,Road,ASI,2.2,omancyclingassociation@hotmail.com,www.omancyclingassociation.gov.com,
2023-09-13,2023-09-13,Grand Prix de Wallonie,,BEL,ME,Road,EUR,1.Pro,christophe.brandt@trworg.be; stephanie.roelens@trworg.be,www.trworg.be,
2023-09-13,2023-09-13,Grisette Grand Prix de Wallonie,,BEL,WE,Road,EUR,1.1,wendy.dessauvages@trworg.be,www.trworg.be,
2023-09-13,2023-09-13,Giro della Toscana - Memorial Alfredo Martini,,ITA,ME,Road,EUR,1.1,coppasabatini@gmail.com,www.girodellatoscana.com,
2023-09-13,2023-09-17,Okolo Slovenska / Tour de Slovaquie,,SVK,ME,Road,EUR,2.1,privara@cyklistikaszc.sk; lucanic.ludovit@gmail.com,www.okoloslovenska.com,
2023-09-14,2023-09-14,Gran Premio città di Peccioli - Coppa Sabatini,,ITA,ME,Road,EUR,1.Pro,coppasabatini@gmail.com,www.coppasabatini.com,
2023-09-14,2023-09-17,Tour of Taihu Lake,,CHN,ME,Road,ASI,2.Pro,touroftaihulake@126.com,www.touroftaihu.com,
2023-09-15,2023-09-15,Kampioenschap van Vlaanderen,,BEL,ME,Road,EUR,1.1,koolskamp@kampioenschapvanvlaanderen.be,www.kampioenschapvanvlaanderen.be,
2023-09-15,2023-09-15,Chrono Féminin de la Gatineau,,CAN,WE,Road,AME,1.1,info@tourdegatineau.ca,https://tourdegatineau.ca/,
2023-09-15,2023-09-16,AG TOUR DE LA SEMOIS,,BEL,WE,Road,EUR,2.2,gino.verhasselt1@gmail.com,www.agtourdelasemois.com,
2023-09-15,2023-09-17,Watersley Womens Challenge,,NED,WU,Road,EUR,2.2U,info@watersley-topsports.com,www.watersley.nl,
2023-09-15,2023-09-17,Watersley Ladies Challenge,,NED,WJ,Road,EUR,2.Ncup,info@watersley-topsports.com,www.watersley.com,
2023-09-15,2023-09-17,Tour de Romandie Féminin,,SUI,WE,Road,MON,2.WWT,info@tourderomandie.ch,www.tdrfeminin.ch,
2023-09-16,2023-09-16,Campeonato del Caribe Junior ITT,,DOM,MJ,Road,AME,1.2,fdom.ciclismo@gmail.com,,
2023-09-16,2023-09-16,Campeonato del Caribe Junior ITT,,DOM,WJ,Road,AME,1.2,fdom.ciclismo@gmail.com,,
2023-09-16,2023-09-16,Memorial Marco Pantani,,ITA,ME,Road,EUR,1.1,gsemiliaciclismo@tin.it,www.gsemilia.it,
2023-09-16,2023-09-16,SUPER 8 Classic,,BEL,ME,Road,EUR,1.Pro,petervanpetegem@live.be,www.primusclassic.be,
2023-09-16,2023-09-16,Tour de Gatineau,,CAN,WE,Road,AME,1.1,info@tourdegatineau.ca,https://tourdegatineau.ca/,
2023-09-16,2023-09-17,Keizer der Juniores,,BEL,MJ,Road,EUR,2.1,jan.deramoudt@koksijde.be,www.keizerderjuniores.be,
